Roche CV	GO term name	GO term ID	
apoptosis	modulation of programmed cell death in other organism involved in symbiotic interaction	GO:0052248
apoptosis	negative regulation by organism of programmed cell death in other organism involved in symbiotic interaction	GO:0052490
apoptosis	negative regulation of apoptotic process in bone marrow	GO:0071866
apoptosis	negative regulation of compound eye retinal cell programmed cell death	GO:0046673
apoptosis	negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	GO:2001271
apoptosis	negative regulation of execution phase of apoptosis	GO:1900118
apoptosis	negative regulation of programmed cell death	GO:0043069
apoptosis	negative regulation of retinal cell programmed cell death	GO:0046671
apoptosis	positive regulation by organism of programmed cell death in other organism involved in symbiotic interaction	GO:0052330
apoptosis	positive regulation of compound eye retinal cell programmed cell death	GO:0046672
apoptosis	positive regulation of execution phase of apoptosis	GO:1900119
apoptosis	positive regulation of hydrogen peroxide-mediated programmed cell death	GO:1901300
apoptosis	positive regulation of programmed cell death	GO:0043068
apoptosis	positive regulation of retinal cell programmed cell death	GO:0046670
apoptosis	programmed cell death	GO:0012501
apoptosis	regulation of apoptotic process in bone marrow	GO:0071865
apoptosis	regulation of cardiac muscle cell apoptotic process	GO:0010665
apoptosis	regulation of compound eye retinal cell programmed cell death	GO:0046669
apoptosis	regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	GO:2001270
apoptosis	regulation of execution phase of apoptosis	GO:1900117
apoptosis	regulation of extrinsic apoptotic signaling pathway	GO:2001236
apoptosis	regulation of extrinsic apoptotic signaling pathway in absence of ligand	GO:2001239
apoptosis	regulation of induction of apoptosis in response to chemical stimulus	GO:2000498
apoptosis	regulation of programmed cell death	GO:0043067
apoptosis	regulation of retinal cell programmed cell death	GO:0046668
apoptosis	retinal cell programmed cell death	GO:0046666
apoptosis	singlet oxygen-mediated programmed cell death	GO:0010343
apoptosis	transformed cell apoptotic process	GO:0006927
aorta development	aorta development	GO:0035904
aorta development	aorta morphogenesis	GO:0035909
aorta development	aorta smooth muscle tissue morphogenesis	GO:0060414
aorta development	aortic smooth muscle cell differentiation	GO:0035887
aorta development	aortic valve development	GO:0003176
aorta development	aortic valve formation	GO:0003189
aorta development	aortic valve morphogenesis	GO:0003180
antimicrobial	negative regulation of antimicrobial peptide biosynthetic process	GO:0002806
antimicrobial	negative regulation of antimicrobial peptide production	GO:0002785
antimicrobial	negative regulation of antimicrobial peptide secretion	GO:0002795
antimicrobial	positive regulation of antimicrobial humoral response	GO:0002760
antimicrobial	positive regulation of antimicrobial peptide biosynthetic process	GO:0002807
antimicrobial	positive regulation of antimicrobial peptide production	GO:0002225
antimicrobial	positive regulation of antimicrobial peptide secretion	GO:0002796
antimicrobial	regulation of antimicrobial humoral response	GO:0002759
antimicrobial	regulation of antimicrobial peptide biosynthetic process	GO:0002805
antimicrobial	regulation of antimicrobial peptide production	GO:0002784
antimicrobial	regulation of antimicrobial peptide secretion	GO:0002794
antifungal	negative regulation of antifungal peptide biosynthetic process	GO:0002811
antifungal	negative regulation of antifungal peptide production	GO:0002789
antifungal	negative regulation of antifungal peptide secretion	GO:0002801
antifungal	positive regulation of antifungal peptide biosynthetic process	GO:0006967
antifungal	positive regulation of antifungal peptide production	GO:0002804
antifungal	positive regulation of antifungal peptide secretion	GO:0002802
antifungal	regulation of antifungal peptide biosynthetic process	GO:0002810
antifungal	regulation of antifungal peptide production	GO:0002788
antifungal	regulation of antifungal peptide secretion	GO:0002800
angiotensin-mediated signaling pathway	angiotensin catabolic process in blood	GO:0002005
angiotensin-mediated signaling pathway	angiotensin maturation	GO:0002003
angiotensin-mediated signaling pathway	angiotensin mediated vasoconstriction involved in regulation of systemic arterial blood pressure	GO:0001998
angiotensin-mediated signaling pathway	angiotensin-activated signaling pathway	GO:0038166
angiotensin-mediated signaling pathway	angiotensin-activated signaling pathway involved in heart process	GO:0086098
angiotensin-mediated signaling pathway	angiotensin-mediated drinking behavior	GO:0003051
angiogenesis	angiogenesis	GO:0001525		angiogenesis	
angiogenesis	angiogenesis involved in coronary vascular morphogenesis	GO:0060978
angiogenesis	angiogenesis involved in wound healing	GO:0060055
angiogenesis	cell migration involved in coronary angiogenesis	GO:0060981
angiogenesis	cell migration involved in sprouting angiogenesis	GO:0002042
angiogenesis	intussusceptive angiogenesis	GO:0002041
angiogenesis	lymphangiogenesis	GO:0001946
angiogenesis	negative regulation of angiogenesis	GO:0016525
angiogenesis	negative regulation of cell migration involved in sprouting angiogenesis	GO:0090051
angiogenesis	positive regulation of angiogenesis	GO:0045766
angiogenesis	positive regulation of cell migration involved in sprouting angiogenesis	GO:0090050
angiogenesis	regulation of angiogenesis	GO:0045765
angiogenesis	regulation of cell migration involved in sprouting angiogenesis	GO:0090049
angiogenesis	sprouting angiogenesis	GO:0002040
anaerobic metabolism	anaerobic 1,1,1-trichloro-2,2-bis-(4-chlorophenyl)ethane metabolic process	GO:0018978
anaerobic metabolism	anaerobic 2,4,6-trinitrotoluene biosynthetic process	GO:0046257
anaerobic metabolism	anaerobic 2,4,6-trinitrotoluene catabolic process	GO:0046258
anaerobic metabolism	anaerobic 2,4,6-trinitrotoluene metabolic process	GO:0018975
anaerobic metabolism	anaerobic 2-aminobenzoate metabolic process	GO:0018870
anaerobic metabolism	anaerobic L-alanine catabolic process	GO:0019667
anaerobic metabolism	anaerobic acetylene catabolic process	GO:0019487
anaerobic metabolism	anaerobic amino acid catabolic process	GO:0019665
anaerobic metabolism	anaerobic benzoate metabolic process	GO:0018875
anaerobic metabolism	anaerobic carbon tetrachloride metabolic process	GO:0018886
anaerobic metabolism	anaerobic catabolism of pairs of amino acids	GO:0019668
anaerobic metabolism	anaerobic cobalamin biosynthetic process	GO:0019251
anaerobic metabolism	anaerobic cyclohexane-1-carboxylate catabolic process	GO:0010129
anaerobic metabolism	anaerobic electron transport chain	GO:0019645
anaerobic metabolism	anaerobic ethylbenzene catabolic process	GO:0010130
anaerobic metabolism	anaerobic ethylbenzene metabolic process	GO:0018913
anaerobic metabolism	anaerobic fructose catabolic process	GO:0019325
anaerobic metabolism	anaerobic gallate catabolic process	GO:0019328
anaerobic metabolism	anaerobic glutamate catabolic process	GO:0019670
anaerobic metabolism	anaerobic glycerol catabolic process	GO:0019588
anaerobic metabolism	anaerobic glycerol catabolic process to propane-1,3-diol	GO:0019589
anaerobic metabolism	anaerobic glycine catabolic process	GO:0019669
anaerobic metabolism	anaerobic nitrilotriacetate metabolic process	GO:0018936
anaerobic metabolism	anaerobic organosilicon metabolic process	GO:0018947
anaerobic metabolism	anaerobic phenol-containing compound biosynthetic process	GO:0046192
anaerobic metabolism	anaerobic phenol-containing compound catabolic process	GO:0046193
anaerobic metabolism	anaerobic phenol-containing compound metabolic process	GO:0042215
anaerobic metabolism	anaerobic phenylalanine oxidation	GO:0019561
anaerobic metabolism	anaerobic purine nucleobase catabolic process	GO:0019653
anaerobic metabolism	anaerobic respiration	GO:0009061
anaerobic metabolism	anaerobic respiration, using ammonium as electron donor	GO:0019331
anaerobic metabolism	anaerobic rhamnose catabolic process	GO:0019304
anaerobic metabolism	anaerobic toluene biosynthetic process	GO:0046253
anaerobic metabolism	anaerobic toluene catabolic process	GO:0046254
anaerobic metabolism	anaerobic toluene metabolic process	GO:0018971
amyloid metabolism			We don't currently have a term for this, but we have a focussed project on this and there will be one soon (+ annotation). 	amyloid precursor protein biosynthetic process	
amyloid metabolism	amyloid precursor protein catabolic process	GO:0042987
amyloid metabolism			Again, is this a useful grouping?	amyloid precursor protein metabolic process	
aminoacid metabolism	amino acid metabolic process	GO:0006520		D-alanine family amino acid biosynthetic process	
aminoacid metabolism	D-alanine family amino acid catabolic process	GO:0030633
aminoacid metabolism	D-alanine family amino acid metabolic process	GO:0046144
aminoacid metabolism	D-amino acid biosynthetic process	GO:0046437
aminoacid metabolism	D-amino acid catabolic process	GO:0019478
aminoacid metabolism	D-amino acid metabolic process	GO:0046416
aminoacid metabolism	D-amino acid transport	GO:0042940
aminoacid metabolism	D-serine biosynthetic process	GO:0070179
aminoacid metabolism	D-serine catabolic process	GO:0036088
aminoacid metabolism	D-serine metabolic process	GO:0070178
aminoacid metabolism	D-serine transport	GO:0042942
aminoacid metabolism	L-alanine biosynthetic process	GO:0042852
aminoacid metabolism	L-alanine biosynthetic process from pyruvate	GO:0019272
aminoacid metabolism	L-alanine biosynthetic process via ornithine	GO:0019273
aminoacid metabolism	L-alanine catabolic process	GO:0042853
aminoacid metabolism	L-alanine catabolic process, by transamination	GO:0019481
aminoacid metabolism	L-alanine metabolic process	GO:0042851
aminoacid metabolism	L-alanine oxidation to D-lactate and ammonia	GO:0019479
aminoacid metabolism	L-alanine oxidation to pyruvate via D-alanine	GO:0019480
aminoacid metabolism	L-alanine transport	GO:0015808
aminoacid metabolism	L-amino acid import	GO:0043092
aminoacid metabolism	L-amino acid transport	GO:0015807
aminoacid metabolism	L-lysine catabolic process	GO:0019477
aminoacid metabolism	L-lysine catabolic process to acetate	GO:0019475
aminoacid metabolism	L-lysine catabolic process to acetyl-CoA	GO:0019474
aminoacid metabolism	L-lysine catabolic process to acetyl-CoA via 5-aminopentanamide	GO:0033513
aminoacid metabolism	L-lysine catabolic process to acetyl-CoA via L-pipecolate	GO:0033514
aminoacid metabolism	L-lysine catabolic process to acetyl-CoA via saccharopine	GO:0033512
aminoacid metabolism	L-lysine catabolic process to glutarate, by acetylation	GO:0019473
aminoacid metabolism	L-lysine catabolic process using lysine 6-aminotransferase	GO:0033515
aminoacid metabolism	L-lysine metabolic process	GO:0046440
aminoacid metabolism	L-lyxose metabolic process	GO:0019324
aminoacid metabolism	L-methionine biosynthetic process	GO:0071265
aminoacid metabolism	L-methionine biosynthetic process from L-homoserine via cystathionine	GO:0019279
aminoacid metabolism	L-methionine biosynthetic process from O-phospho-L-homoserine and cystathionine	GO:0019283
aminoacid metabolism	L-methionine biosynthetic process from S-adenosylmethionine	GO:0019284
aminoacid metabolism	L-methionine biosynthetic process from homoserine via O-acetyl-L-homoserine and cystathionine	GO:0019280
aminoacid metabolism	L-methionine biosynthetic process from homoserine via O-phospho-L-homoserine and cystathionine	GO:0033516
aminoacid metabolism	L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine	GO:0019281
